FeatureID,Taxon,Confidence
ASV_1777,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Shewanellaceae; g__Shewanella; s__Shewanella_glacialipiscicola,0.985355774
ASV_1778,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Terrimicrobiaceae; g__Terrimicrobium; s__uncultured_bacterium,0.999823799
ASV_1779,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Legionella; s__Legionella_thermalis,0.999999186
ASV_1780,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prolixibacteraceae; g__Sunxiuqinia; s__Sunxiuqinia_faeciviva,0.985393467
ASV_1781,d__Bacteria; p__Bacteroidota; c__Rhodothermia; o__Rhodothermales; f__Rhodothermaceae; g__uncultured,0.947067253
ASV_1782,d__Bacteria; p__Deferribacterota; c__Deferribacteres; o__Deferribacterales; f__Deferribacteraceae; g__Denitrovibrio; s__Denitrovibrio_acetiphilus,0.999999991
ASV_1783,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Ruegeria; s__Ruegeria_marina,0.783556418
ASV_1784,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Avibacterium,0.752208108
ASV_1785,d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae,0.826634139
ASV_1786,d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae,0.99999988
ASV_1787,d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Nosocomiicoccus; s__uncultured_bacterium,0.875838772
ASV_1788,d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade; s__uncultured_delta,0.785656351
ASV_1789,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Altererythrobacter; s__Erythrobacter_xanthus,0.992850909
ASV_1790,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Microscillaceae; g__Microscilla,0.999999996
ASV_1791,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Ectothiorhodospirales; f__Ectothiorhodospiraceae; g__uncultured,0.912383584
ASV_1792,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__CH2b56; f__CH2b56; g__CH2b56; s__uncultured_bacterium,0.862484088
ASV_1793,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Micavibrionales; f__Micavibrionaceae; g__uncultured; s__uncultured_bacterium,0.999998794
ASV_1794,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospirales; g__Lachnospirales; s__uncultured_bacterium,0.863435974
ASV_1795,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__Vibrio_gallaecicus,0.724078541
ASV_1796,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Amaricoccus; s__metagenome,0.991516236
ASV_1797,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__Vibrio_genomosp.,0.733164544
ASV_1798,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae,0.999999042
ASV_1799,d__Bacteria; p__Acidobacteriota; c__Holophagae; o__Acanthopleuribacterales; f__Acanthopleuribacteraceae; g__Acanthopleuribacter; s__uncultured_bacterium,0.987628364
ASV_1800,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Colwelliaceae; g__Colwellia; s__uncultured_gamma,0.739043351
ASV_1801,Unassigned,0.328718981
ASV_1802,d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus; s__Paenibacillus_crassostreae,0.737800518
ASV_1803,d__Bacteria; p__Acidobacteriota; c__Holophagae; o__Acanthopleuribacterales; f__Acanthopleuribacteraceae; g__Acanthopleuribacter; s__bacterium_N2yML4,0.987075042
ASV_1804,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Terrimicrobiaceae; g__Terrimicrobium; s__uncultured_Verrucomicrobiales,0.944549224
ASV_1805,d__Bacteria; p__Desulfobacterota; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfonatronaceae; g__Desulfonatronum; s__uncultured_bacterium,0.923061545
ASV_1806,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Gammaproteobacteria_Incertae_Sedis; f__Unknown_Family; g__uncultured,0.999993691
ASV_1807,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcales-Tissierellales; g__Peptoniphilus; s__Peptoniphilus_koenoeneniae,0.899877191
ASV_1808,d__Bacteria; p__Bacteroidota; c__Rhodothermia; o__Rhodothermales; f__Rhodothermaceae; g__uncultured,0.999940381
ASV_1809,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Roseovarius; s__Roseovarius_antarcticus,0.824522242
ASV_1810,Unassigned,0.354970615
ASV_1811,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae; g__Proteocatella,0.912436886
ASV_1812,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,0.914577372
ASV_1813,d__Bacteria; p__Chloroflexi; c__Anaerolineae,0.999509201
ASV_1814,Unassigned,0.327318698
ASV_1815,d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas; s__uncultured_Gemmatimonadetes,0.960427294
ASV_1816,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae,0.999402504
ASV_1817,Unassigned,0.405062562
ASV_1818,d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__P3OB-42; s__uncultured_Sorangiineae,0.999977044
ASV_1819,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,0.986285748
ASV_1820,d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__MSBL9; f__L21-RPul-D3; g__L21-RPul-D3; s__uncultured_planctomycete,0.922634594
ASV_1821,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,0.962668978
ASV_1822,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Ga0077536; f__Ga0077536; g__Ga0077536; s__uncultured_gamma,0.835599881
ASV_1823,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Leisingera; s__Phaeobacter_sp.,0.8684755
ASV_1824,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,0.90206721
ASV_1825,d__Bacteria; p__Hydrogenedentes; c__Hydrogenedentia; o__Hydrogenedentiales; f__Hydrogenedensaceae; g__Hydrogenedensaceae; s__metagenome,0.997780248
ASV_1826,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Moheibacter; s__uncultured_bacterium,0.780364845
ASV_1827,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,0.99999929
ASV_1828,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Roseovarius; s__Roseovarius_azorensis,0.855435935
ASV_1829,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae,0.991487294
ASV_1830,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales,0.852756628
ASV_1831,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Rubritaleaceae; g__Roseibacillus; s__seawater_metagenome,0.795087737
ASV_1832,d__Bacteria,0.99982301
ASV_1833,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Tateyamaria; s__uncultured_marine,0.997149714
ASV_1834,d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade; s__uncultured_bacterium,0.920686194
ASV_1835,d__Bacteria,0.920613277
ASV_1836,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__uncultured; s__Saccharina_japonica,0.999999004
ASV_1837,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Beggiatoales; f__Beggiatoaceae; g__Beggiatoaceae; s__Thiotrichaceae_bacterium,0.965315598
ASV_1838,d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__Desulfuromonadia; f__Desulfuromonadaceae; g__Desulfuromonas; s__Desulfuromonas_acetoxidans,0.789311609
ASV_1839,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Halomonadaceae,0.810653081
ASV_1840,d__Bacteria; p__Firmicutes,0.806870564
ASV_1841,d__Bacteria; p__Gemmatimonadota; c__BD2-11_terrestrial_group; o__BD2-11_terrestrial_group; f__BD2-11_terrestrial_group; g__BD2-11_terrestrial_group,0.700062323
ASV_1842,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Weissella,0.999644066
ASV_1843,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Sediminibacterium,0.816020345
ASV_1844,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Catenovulum,0.818094248
ASV_1845,d__Bacteria; p__Planctomycetota; c__028H05-P-BN-P5; o__028H05-P-BN-P5; f__028H05-P-BN-P5; g__028H05-P-BN-P5; s__uncultured_planctomycete,0.95839156
ASV_1846,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Yoonia-Loktanella; s__uncultured_bacterium,0.751584942
ASV_1847,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides,0.985616468
ASV_1848,d__Bacteria; p__Firmicutes; c__Bacilli; o__Mycoplasmatales; f__Mycoplasmataceae; g__Mycoplasma; s__Mycoplasma_haemofelis,0.938709342
ASV_1849,Unassigned,0.325371124
ASV_1850,Unassigned,0.449971696
ASV_1851,Unassigned,0.328889483
ASV_1852,Unassigned,0.432588694
ASV_1853,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas,0.999210294
ASV_1854,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Pseudoxanthomonas; s__Pseudoxanthomonas_taiwanensis,0.99999097
ASV_1855,d__Bacteria; p__Desulfobacterota,0.786198213
ASV_1856,d__Bacteria,0.999984299
ASV_1857,d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfosarcinaceae; g__Sva0081_sediment_group; s__uncultured_delta,0.868292547
ASV_1858,d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade; s__metagenome,0.974611857
ASV_1859,Unassigned,0.454572681
ASV_1860,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Rheinheimera,0.997898852
ASV_1861,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Marinovum; s__Marinovum_algicola,0.977517281
ASV_1862,Unassigned,0.367879291
ASV_1863,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidetes_BD2-2; g__Bacteroidetes_BD2-2; s__uncultured_gamma,0.772577389
ASV_1864,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Yoonia-Loktanella,0.999999857
ASV_1865,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Synechococcales; f__Cyanobiaceae; g__Synechococcus_CC9902; s__uncultured_bacterium,0.838481733
ASV_1866,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales,0.972372151
ASV_1867,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__CCM19a; f__CCM19a; g__CCM19a; s__uncultured_soil,0.99132244
ASV_1868,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Coxiellales; f__Coxiellaceae; g__Coxiella; s__uncultured_gamma,0.939681245
ASV_1869,d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade; s__uncultured_bacterium,0.923440708
ASV_1870,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,0.999984856
ASV_1871,d__Bacteria; p__Desulfobacterota; c__Syntrophia; o__Syntrophales; f__uncultured; g__uncultured; s__uncultured_Syntrophaceae,0.943962035
ASV_1872,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Carya_cathayensis,0.965384242
ASV_1873,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,0.999995154
ASV_1874,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae,0.999785957
ASV_1875,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia; s__Massilia_varians,0.983492212
ASV_1876,d__Bacteria; p__Dependentiae; c__Babeliae; o__Babeliales; f__UBA12409; g__UBA12409; s__uncultured_bacterium,0.998682208
ASV_1877,d__Bacteria; p__Myxococcota; c__Polyangia; o__Nannocystales; f__Nannocystaceae,0.999999962
ASV_1878,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae,0.999999725
ASV_1879,d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bacteriovoracales; f__Bacteriovoracaceae; g__Peredibacter; s__uncultured_bacterium,0.998122398
ASV_1880,d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade; s__uncultured_bacterium,0.863262183
ASV_1881,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__uncultured; s__uncultured_marine,0.972381109
ASV_1882,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas,0.995817444
ASV_1883,d__Bacteria; p__Desulfobacterota; c__Desulfobulbia; o__Desulfobulbales; f__Desulfocapsaceae,0.999859721
ASV_1884,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_indica,0.864003365
ASV_1885,Unassigned,0.347230277
ASV_1886,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Profundibacterium; s__uncultured_Alphaproteobacteria,0.999556376
ASV_1887,Unassigned,0.607306252
ASV_1888,d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfosarcinaceae,0.999854413
ASV_1889,d__Bacteria,0.999494811
ASV_1890,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,0.999656109
ASV_1891,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Neisseriaceae; g__Neisseria,0.959464896
ASV_1892,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Persicitalea,0.999989776
ASV_1893,Unassigned,0.386806942
ASV_1894,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae,0.999924076
ASV_1895,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae,0.999986679
ASV_1896,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__AB1; g__AB1; s__Sinorickettsia_chlamys,0.968443482
ASV_1897,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria,1
ASV_1898,Unassigned,0.526898066
ASV_1899,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Cellvibrionaceae; g__Cellvibrio; s__Cellvibrio_japonicus,0.730740708
ASV_1900,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,0.999997735
ASV_1901,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Coxiellales; f__Coxiellaceae; g__Coxiella,0.999536769
ASV_1902,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Roseobacter_clade_NAC11-7_lineage; s__uncultured_bacterium,0.841068186
ASV_1903,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Legionella,0.992291177
ASV_1904,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,0.992949417
ASV_1905,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,0.909128292
ASV_1906,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,0.999656862
ASV_1907,d__Bacteria; p__Dependentiae; c__Babeliae; o__Babeliales; f__UBA12409; g__UBA12409; s__uncultured_bacterium,0.746012595
ASV_1908,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Legionella; s__Legionella_sp.,0.710533642
ASV_1909,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,0.999999587
ASV_1910,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia; s__Massilia_consociata,0.881882315
ASV_1911,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia,0.962083923
ASV_1912,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcales-Tissierellales; g__Anaerosalibacter; s__uncultured_bacterium,0.914204608
ASV_1913,d__Bacteria,0.996153923
ASV_1914,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae,0.707112775
ASV_1915,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_marine,0.754159292
ASV_1916,d__Bacteria; p__Myxococcota; c__Polyangia; o__Nannocystales; f__Nannocystaceae; g__uncultured; s__uncultured_Enhygromyxa,0.754672772
ASV_1917,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__B2M28; f__B2M28; g__B2M28; s__uncultured_gamma,0.780370493
ASV_1918,d__Bacteria; p__Chloroflexi; c__Anaerolineae,0.909823875
ASV_1919,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast,0.998830651
ASV_1920,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Shewanellaceae; g__Shewanella; s__Shewanella_inventionis,0.992932217
ASV_1921,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales,0.855873968
ASV_1922,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Epulopiscium; s__uncultured_Lachnospiraceae,0.944620464
ASV_1923,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae,0.980661354
ASV_1924,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Aerococcus,0.991342692
ASV_1925,d__Bacteria; p__Planctomycetota; c__vadinHA49; o__vadinHA49; f__vadinHA49; g__vadinHA49; s__uncultured_Planctomycetales,0.986293446
ASV_1926,d__Bacteria; p__Firmicutes; c__Clostridia,0.862137426
ASV_1927,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium,0.999027872
ASV_1928,Unassigned,0.392855896
ASV_1929,Unassigned,0.342734429
ASV_1930,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Aquabacterium; s__uncultured_bacterium,0.810517812
ASV_1931,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae,0.754727006
ASV_1932,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Colwelliaceae; g__Colwellia; s__Colwellia_agarivorans,0.929625434
ASV_1933,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Diplorickettsiales; f__Diplorickettsiaceae,0.937930663
ASV_1934,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Cupriavidus,0.995525389
ASV_1935,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Micavibrionales; f__Micavibrionaceae; g__uncultured; s__uncultured_bacterium,0.999992682
ASV_1936,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Calothrix_PCC-6303,0.899606209
ASV_1937,Unassigned,0.339422551
ASV_1938,d__Bacteria,0.716757857
ASV_1939,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Diplorickettsiales; f__Diplorickettsiaceae,0.784419775
ASV_1940,d__Bacteria,0.999995017
ASV_1941,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Halieaceae; g__Halioglobus; s__uncultured_OM60,0.936175982
ASV_1942,d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade; s__uncultured_bacterium,0.806096119
ASV_1943,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__A4b,0.996700958
ASV_1944,Unassigned,0.58388124
ASV_1945,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Anaerolinea; s__Chloroflexi_bacterium,0.724329289
ASV_1946,d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__uncultured_bacterium,0.999928349
ASV_1947,d__Bacteria,0.702396472
ASV_1948,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__SM1A07; f__SM1A07; g__SM1A07; s__uncultured_Flexibacter,0.779914099
ASV_1949,d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__BIrii41; g__BIrii41; s__uncultured_proteobacterium,0.925166229
ASV_1950,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__1174-901-12; s__uncultured_Alphaproteobacteria,0.796396536
ASV_1951,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Fabibacter; s__Flexibacteraceae_bacterium,0.999880154
ASV_1952,Unassigned,0.408739473
ASV_1953,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__SAR86_clade; f__SAR86_clade; g__SAR86_clade,0.999999626
ASV_1954,d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium; s__uncultured_prokaryote,0.746367573
ASV_1955,d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__A4b,0.999760292
ASV_1956,d__Bacteria,0.932218328
ASV_1957,d__Bacteria,0.994943519
ASV_1958,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Stigonema_SAG_48.90; s__Stigonema_panniforme,0.801916007
ASV_1959,d__Bacteria; p__Verrucomicrobiota; c__Chlamydiae; o__Chlamydiales; f__Criblamydiaceae,0.920847786
ASV_1960,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,0.983675573
ASV_1961,Unassigned,0.340861312
ASV_1962,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Filomicrobium; s__uncultured_Alphaproteobacteria,0.880625759
ASV_1963,Unassigned,0.426604043
ASV_1964,Unassigned,0.394109948
ASV_1965,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Rheinheimera,0.999333028
ASV_1966,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Photobacterium; s__uncultured_gamma,0.95200292
ASV_1967,d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae,0.721610312
ASV_1968,d__Bacteria; p__Chloroflexi; c__Anaerolineae,0.802387795
ASV_1969,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Pseudophaeobacter,0.99177208
ASV_1970,d__Bacteria,0.934895337
ASV_1971,d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__Cystobacter,0.791797455
ASV_1972,d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_sensu_stricto_7; s__Clostridium_grantii,0.939163573
ASV_1973,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Cohaesibacter; s__Cohaesibacter_sp.,0.907425707
ASV_1974,d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfosarcinaceae; g__SEEP-SRB1; s__uncultured_proteobacterium,0.715461233
ASV_1975,Unassigned,0.375041518
ASV_1976,d__Bacteria,0.999614039
ASV_1977,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,0.938260397
ASV_1978,d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales; f__Trueperaceae; g__Truepera; s__uncultured_Deinococcales,0.990835338
ASV_1979,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Pontivivens; s__Arctic_sea,0.966986646
ASV_1980,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas,0.986255964
ASV_1981,d__Bacteria; p__Bacteroidota; c__Rhodothermia; o__Rhodothermales; f__Rhodothermaceae; g__uncultured; s__uncultured_bacterium,0.993940394
ASV_1982,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__Flavobacterium_lacicola,0.884605578
ASV_1983,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio,0.998067735
ASV_1984,Unassigned,0.538263905
ASV_1985,Unassigned,0.369358736
ASV_1986,Unassigned,0.370756113
ASV_1987,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,0.999999692
ASV_1988,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Devosiaceae; g__Devosia,0.876608151
